driver_gender,driver_age,driver_race,stop_duration,drugs_related_stop,violation,stop_outcome
M,33,Hispanic,0-15 Min,FALSE,Equipment,Citation
M,23,White,16-30 Min,FALSE,Speeding,Citation
M,34,White,16-30 Min,FALSE,Speeding,Citation
M,66,White,0-15 Min,FALSE,Equipment,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
M,28,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,27,White,0-15 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,FALSE,Speeding,Citation
M,58,White,0-15 Min,FALSE,Speeding,Citation
F,20,White,0-15 Min,FALSE,Speeding,Citation
M,42,White,0-15 Min,FALSE,Speeding,Warning
M,41,White,30+ Min,FALSE,Registration/plates,Citation
F,18,White,16-30 Min,FALSE,Speeding,Citation
M,33,Hispanic,16-30 Min,FALSE,Speeding,Citation
M,34,White,0-15 Min,FALSE,Moving violation,Citation
M,19,White,0-15 Min,FALSE,Moving violation,Citation
M,21,White,0-15 Min,FALSE,Moving violation,Citation
M,24,White,0-15 Min,FALSE,Speeding,Citation
M,31,White,0-15 Min,FALSE,Speeding,Citation
M,26,Black,0-15 Min,FALSE,Equipment,Citation
M,26,White,16-30 Min,FALSE,Speeding,Citation
M,41,White,0-15 Min,FALSE,Other,Citation
M,42,White,0-15 Min,FALSE,Equipment,Citation
M,44,White,0-15 Min,FALSE,Speeding,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
M,34,White,16-30 Min,FALSE,Speeding,Citation
F,20,White,16-30 Min,FALSE,Speeding,Citation
M,38,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,0-15 Min,FALSE,Speeding,Citation
M,23,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,32,White,0-15 Min,FALSE,Moving violation,Citation
M,48,White,0-15 Min,FALSE,Moving violation,Citation
M,45,White,0-15 Min,FALSE,Speeding,Citation
F,37,White,0-15 Min,FALSE,Moving violation,Citation
M,53,Hispanic,0-15 Min,FALSE,Equipment,Citation
M,31,White,0-15 Min,FALSE,Speeding,Citation
M,44,White,16-30 Min,FALSE,Speeding,Citation
M,30,White,0-15 Min,FALSE,Moving violation,Citation
M,44,White,0-15 Min,FALSE,Speeding,Citation
M,18,White,0-15 Min,FALSE,Speeding,Citation
F,19,White,0-15 Min,FALSE,Speeding,Citation
F,17,White,0-15 Min,FALSE,Speeding,Citation
M,19,Black,0-15 Min,FALSE,Speeding,Citation
M,57,White,16-30 Min,FALSE,Moving violation,Citation
F,49,White,0-15 Min,FALSE,Speeding,Citation
M,18,White,0-15 Min,FALSE,Speeding,Citation
M,53,White,0-15 Min,FALSE,Speeding,Citation
M,30,White,0-15 Min,FALSE,Other,Citation
M,53,White,0-15 Min,FALSE,Moving violation,Citation
M,40,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,16-30 Min,FALSE,Registration/plates,Arrest Passenger
M,24,White,16-30 Min,FALSE,Speeding,Citation
M,32,Black,0-15 Min,FALSE,Moving violation,Citation
M,48,White,16-30 Min,FALSE,Other,Citation
M,36,White,0-15 Min,FALSE,Speeding,Citation
M,67,White,0-15 Min,FALSE,Moving violation,Citation
M,42,Black,0-15 Min,FALSE,Speeding,Citation
M,54,White,0-15 Min,FALSE,Speeding,Citation
M,30,White,0-15 Min,FALSE,Speeding,Citation
F,23,White,0-15 Min,FALSE,Speeding,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,39,White,0-15 Min,FALSE,Speeding,Citation
M,34,Black,0-15 Min,FALSE,Other,Citation
M,18,White,0-15 Min,FALSE,Speeding,Citation
F,32,White,0-15 Min,FALSE,Speeding,Citation
F,20,White,16-30 Min,FALSE,Speeding,Citation
M,51,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,54,White,0-15 Min,FALSE,Moving violation,Citation
M,18,Black,0-15 Min,FALSE,Moving violation,Citation
M,55,White,16-30 Min,FALSE,Speeding,Citation
M,26,White,16-30 Min,FALSE,Speeding,Citation
M,53,White,16-30 Min,FALSE,Speeding,Citation
F,24,Hispanic,16-30 Min,FALSE,Moving violation,Citation
F,18,White,16-30 Min,TRUE,Speeding,Citation
M,61,White,16-30 Min,FALSE,Moving violation,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,54,White,0-15 Min,FALSE,Moving violation,Citation
M,57,White,0-15 Min,FALSE,Speeding,Citation
F,17,White,0-15 Min,FALSE,Speeding,Citation
M,17,White,16-30 Min,FALSE,Speeding,Citation
M,36,White,0-15 Min,FALSE,Moving violation,Citation
M,30,White,0-15 Min,FALSE,Speeding,Citation
F,39,White,0-15 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,FALSE,Moving violation,Citation
M,36,Black,0-15 Min,FALSE,Moving violation,Citation
F,41,White,0-15 Min,FALSE,Speeding,Citation
F,18,White,16-30 Min,FALSE,Speeding,Citation
F,20,White,0-15 Min,FALSE,Speeding,Citation
F,20,White,16-30 Min,FALSE,Speeding,Citation
F,19,White,0-15 Min,FALSE,Speeding,Citation
F,37,Black,0-15 Min,FALSE,Speeding,Citation
F,37,White,16-30 Min,FALSE,Speeding,Citation
M,43,White,0-15 Min,FALSE,Speeding,Citation
M,54,White,16-30 Min,FALSE,Speeding,Citation
M,39,White,0-15 Min,FALSE,Speeding,Citation
M,26,White,0-15 Min,FALSE,Speeding,Citation
F,46,White,0-15 Min,FALSE,Speeding,Citation
F,35,White,16-30 Min,FALSE,Speeding,Citation
M,55,White,16-30 Min,FALSE,Registration/plates,Citation
F,52,Black,16-30 Min,FALSE,Other,Citation
M,50,White,0-15 Min,FALSE,Other,Citation
M,28,White,30+ Min,FALSE,Other,Citation
M,53,White,30+ Min,FALSE,Other,Citation
M,23,White,0-15 Min,FALSE,Moving violation,Citation
M,59,Black,30+ Min,FALSE,Moving violation,Citation
F,29,White,0-15 Min,FALSE,Moving violation,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,35,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,62,White,0-15 Min,FALSE,Speeding,Citation
F,41,Black,0-15 Min,FALSE,Equipment,Citation
M,36,White,16-30 Min,FALSE,Speeding,Citation
M,30,White,0-15 Min,FALSE,Other,Citation
M,46,White,30+ Min,FALSE,Moving violation,Citation
F,28,White,0-15 Min,FALSE,Other,Citation
F,39,White,30+ Min,FALSE,Moving violation,Citation
M,25,White,0-15 Min,FALSE,Other,Citation
F,26,White,16-30 Min,FALSE,Speeding,Citation
M,41,White,0-15 Min,FALSE,Equipment,Citation
M,44,White,0-15 Min,FALSE,Moving violation,Citation
M,39,White,0-15 Min,FALSE,Other,Citation
M,46,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,43,White,16-30 Min,FALSE,Moving violation,Citation
M,55,White,0-15 Min,FALSE,Other,Citation
M,19,White,16-30 Min,FALSE,Speeding,Citation
M,39,White,0-15 Min,FALSE,Other,Citation
M,26,White,16-30 Min,FALSE,Speeding,Citation
M,51,White,0-15 Min,FALSE,Moving violation,Citation
M,41,Hispanic,0-15 Min,FALSE,Equipment,Citation
M,29,Black,16-30 Min,FALSE,Registration/plates,No Action
F,60,White,16-30 Min,FALSE,Moving violation,Citation
M,44,Hispanic,0-15 Min,FALSE,Other,Citation
M,47,White,0-15 Min,FALSE,Other,Citation
M,55,White,0-15 Min,FALSE,Other,Citation
M,20,Black,0-15 Min,FALSE,Speeding,Citation
M,25,White,0-15 Min,FALSE,Speeding,Citation
F,34,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,16-30 Min,FALSE,Speeding,Citation
M,46,White,0-15 Min,FALSE,Speeding,Citation
M,43,White,0-15 Min,FALSE,Registration/plates,Citation
F,21,White,0-15 Min,FALSE,Speeding,Citation
M,36,White,16-30 Min,FALSE,Speeding,Citation
M,32,White,0-15 Min,FALSE,Speeding,Citation
M,29,Black,0-15 Min,FALSE,Moving violation,Citation
M,19,White,0-15 Min,FALSE,Speeding,Citation
M,22,Black,0-15 Min,FALSE,Speeding,Citation
M,36,White,0-15 Min,FALSE,Moving violation,Citation
M,21,White,0-15 Min,FALSE,Moving violation,Citation
M,21,White,0-15 Min,FALSE,Moving violation,Citation
M,19,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,24,White,0-15 Min,FALSE,Moving violation,Citation
M,24,White,0-15 Min,FALSE,Speeding,Citation
F,37,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,30+ Min,FALSE,Speeding,Arrest Driver
M,58,Black,0-15 Min,FALSE,Moving violation,Citation
M,29,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,48,Black,0-15 Min,FALSE,Moving violation,Citation
M,30,White,16-30 Min,FALSE,Other,Citation
M,49,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,42,Hispanic,16-30 Min,FALSE,Speeding,Citation
M,37,White,0-15 Min,FALSE,Registration/plates,Citation
M,62,White,30+ Min,FALSE,Equipment,Citation
M,78,White,0-15 Min,FALSE,Other,Citation
M,42,White,0-15 Min,FALSE,Moving violation,Citation
F,29,White,0-15 Min,FALSE,Speeding,Citation
M,55,Black,0-15 Min,FALSE,Registration/plates,Citation
M,21,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,34,Black,0-15 Min,FALSE,Other,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
F,33,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,39,Black,0-15 Min,FALSE,Moving violation,Citation
F,22,White,0-15 Min,FALSE,Speeding,Citation
F,18,White,0-15 Min,FALSE,Moving violation,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,0-15 Min,FALSE,Speeding,Citation
M,50,White,16-30 Min,FALSE,Speeding,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
F,29,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,42,Hispanic,16-30 Min,FALSE,Equipment,Citation
M,17,White,0-15 Min,FALSE,Speeding,Citation
M,42,White,0-15 Min,FALSE,Speeding,Citation
M,18,White,0-15 Min,FALSE,Speeding,Citation
F,21,White,16-30 Min,FALSE,Speeding,Citation
M,22,White,16-30 Min,FALSE,Speeding,Citation
F,30,Black,0-15 Min,FALSE,Equipment,Citation
M,29,Black,0-15 Min,FALSE,Moving violation,Citation
M,21,Black,16-30 Min,FALSE,Registration/plates,Citation
M,25,Black,0-15 Min,FALSE,Speeding,Citation
M,59,White,0-15 Min,FALSE,Speeding,Citation
M,41,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Equipment,Citation
M,19,Black,16-30 Min,FALSE,Speeding,Citation
M,48,White,16-30 Min,FALSE,Speeding,Citation
M,38,White,16-30 Min,FALSE,Speeding,Warning
M,48,White,0-15 Min,FALSE,Speeding,Citation
F,27,White,0-15 Min,FALSE,Speeding,Citation
F,28,Hispanic,30+ Min,FALSE,Speeding,Arrest Driver
M,18,White,0-15 Min,FALSE,Speeding,Citation
M,31,White,0-15 Min,FALSE,Moving violation,Citation
M,19,White,16-30 Min,FALSE,Moving violation,Citation
M,27,White,0-15 Min,FALSE,Speeding,Citation
M,26,Black,0-15 Min,FALSE,Speeding,Citation
M,25,White,16-30 Min,FALSE,Speeding,Citation
M,43,White,0-15 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,FALSE,Speeding,Citation
F,37,Asian,16-30 Min,FALSE,Speeding,Citation
F,54,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,16-30 Min,FALSE,Speeding,Citation
F,18,White,16-30 Min,FALSE,Speeding,Citation
F,59,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,0-15 Min,FALSE,Speeding,Citation
M,36,White,0-15 Min,FALSE,Speeding,Citation
M,42,White,16-30 Min,FALSE,Speeding,Citation
F,42,White,0-15 Min,FALSE,Speeding,Citation
M,40,White,16-30 Min,FALSE,Moving violation,Citation
M,19,White,16-30 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,TRUE,Speeding,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
M,45,White,16-30 Min,FALSE,Speeding,Citation
M,18,White,0-15 Min,FALSE,Equipment,Citation
M,21,Black,0-15 Min,FALSE,Speeding,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,28,Black,16-30 Min,FALSE,Other,Citation
M,31,White,16-30 Min,FALSE,Speeding,Citation
M,54,White,0-15 Min,FALSE,Moving violation,Citation
F,25,White,0-15 Min,FALSE,Speeding,Warning
M,32,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,39,Hispanic,0-15 Min,FALSE,Other,Citation
F,31,White,0-15 Min,FALSE,Speeding,Citation
M,49,White,0-15 Min,FALSE,Moving violation,Citation
F,34,White,0-15 Min,FALSE,Speeding,Citation
M,36,Hispanic,0-15 Min,FALSE,Equipment,Citation
M,32,Black,0-15 Min,FALSE,Moving violation,Citation
F,20,White,0-15 Min,FALSE,Speeding,Citation
F,47,White,0-15 Min,FALSE,Speeding,Citation
F,24,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,39,White,0-15 Min,FALSE,Speeding,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,19,White,0-15 Min,FALSE,Speeding,Citation
M,51,Black,0-15 Min,FALSE,Speeding,Citation
M,45,Black,0-15 Min,FALSE,Other,Citation
M,30,White,0-15 Min,FALSE,Speeding,Citation
M,32,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,28,Black,16-30 Min,FALSE,Speeding,Citation
M,52,White,0-15 Min,FALSE,Speeding,Citation
M,23,Black,0-15 Min,FALSE,Equipment,Citation
M,46,White,0-15 Min,FALSE,Moving violation,Citation
M,27,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,20,Black,16-30 Min,FALSE,Speeding,Citation
M,20,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
M,45,Black,30+ Min,FALSE,Moving violation,Citation
F,44,White,0-15 Min,FALSE,Speeding,Citation
M,52,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,28,Hispanic,0-15 Min,FALSE,Speeding,Citation
F,25,Black,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
M,55,White,0-15 Min,FALSE,Speeding,Citation
M,19,White,0-15 Min,FALSE,Speeding,Citation
M,36,White,30+ Min,FALSE,Equipment,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
M,30,White,0-15 Min,FALSE,Speeding,Citation
M,55,White,16-30 Min,FALSE,Moving violation,Citation
M,23,White,0-15 Min,FALSE,Speeding,Citation
M,40,White,16-30 Min,FALSE,Speeding,Citation
M,23,Hispanic,16-30 Min,FALSE,Speeding,Citation
M,26,White,0-15 Min,FALSE,Speeding,Citation
F,21,White,0-15 Min,FALSE,Speeding,Citation
M,56,Black,30+ Min,FALSE,Other,Citation
M,34,White,0-15 Min,FALSE,Moving violation,Citation
M,29,White,0-15 Min,FALSE,Speeding,Citation
M,50,White,16-30 Min,FALSE,Speeding,Citation
M,37,Black,0-15 Min,FALSE,Moving violation,Arrest Passenger
M,37,White,16-30 Min,FALSE,Speeding,Citation
M,26,White,0-15 Min,FALSE,Speeding,Citation
F,37,Black,0-15 Min,FALSE,Speeding,Citation
M,47,White,0-15 Min,FALSE,Speeding,Citation
M,29,Black,0-15 Min,FALSE,Speeding,Citation
M,39,Hispanic,0-15 Min,FALSE,Other,Citation
F,28,White,0-15 Min,FALSE,Speeding,Citation
M,19,White,30+ Min,FALSE,Moving violation,Citation
F,29,White,0-15 Min,FALSE,Other,No Action
M,18,White,0-15 Min,FALSE,Speeding,Citation
M,49,White,0-15 Min,FALSE,Other,Citation
M,22,White,16-30 Min,FALSE,Moving violation,Citation
F,52,Black,0-15 Min,FALSE,Registration/plates,Citation
M,39,Hispanic,16-30 Min,FALSE,Registration/plates,Citation
M,20,White,0-15 Min,FALSE,Moving violation,Citation
M,20,White,16-30 Min,FALSE,Speeding,Citation
M,47,White,0-15 Min,FALSE,Speeding,Citation
M,29,Black,0-15 Min,FALSE,Speeding,Citation
M,42,White,0-15 Min,FALSE,Moving violation,Citation
F,28,White,16-30 Min,FALSE,Speeding,Citation
M,37,White,0-15 Min,FALSE,Speeding,Citation
M,31,White,0-15 Min,FALSE,Speeding,Citation
M,35,Hispanic,16-30 Min,FALSE,Speeding,Citation
M,51,Black,0-15 Min,FALSE,Other,Citation
M,43,White,16-30 Min,FALSE,Speeding,Citation
M,24,White,30+ Min,FALSE,Registration/plates,Arrest Driver
M,55,White,0-15 Min,FALSE,Moving violation,Citation
M,33,Hispanic,16-30 Min,FALSE,Speeding,Citation
M,56,White,0-15 Min,FALSE,Other,Citation
M,26,White,30+ Min,TRUE,Equipment,Citation
F,35,White,16-30 Min,FALSE,Speeding,Citation
M,40,White,0-15 Min,FALSE,Other,Citation
M,28,Black,30+ Min,FALSE,Equipment,Arrest Driver
M,32,Black,0-15 Min,FALSE,Moving violation,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
F,22,White,0-15 Min,FALSE,Speeding,Citation
F,35,White,0-15 Min,FALSE,Speeding,Citation
F,34,White,0-15 Min,FALSE,Speeding,Citation
M,43,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,16-30 Min,FALSE,Speeding,Citation
M,36,White,30+ Min,FALSE,Moving violation,Arrest Driver
M,59,White,30+ Min,FALSE,Moving violation,Citation
F,49,White,0-15 Min,FALSE,Speeding,Citation
M,47,White,16-30 Min,FALSE,Moving violation,Citation
M,31,White,16-30 Min,FALSE,Speeding,Citation
F,43,White,0-15 Min,FALSE,Speeding,Citation
M,28,Asian,0-15 Min,FALSE,Speeding,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
F,23,White,0-15 Min,FALSE,Speeding,Citation
F,26,White,16-30 Min,FALSE,Speeding,Citation
M,50,Black,0-15 Min,FALSE,Speeding,Citation
M,25,White,16-30 Min,FALSE,Speeding,Citation
F,33,White,0-15 Min,FALSE,Speeding,Citation
M,17,White,16-30 Min,FALSE,Moving violation,Citation
M,29,White,0-15 Min,FALSE,Speeding,Citation
M,30,Hispanic,16-30 Min,FALSE,Speeding,Citation
F,21,White,0-15 Min,FALSE,Speeding,Citation
M,41,White,16-30 Min,FALSE,Speeding,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
F,23,Asian,0-15 Min,FALSE,Speeding,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,28,Hispanic,0-15 Min,FALSE,Moving violation,Citation
F,58,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
F,30,White,0-15 Min,FALSE,Speeding,Citation
M,52,Black,0-15 Min,FALSE,Other,Citation
F,24,Black,0-15 Min,FALSE,Speeding,Citation
F,30,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,41,Black,0-15 Min,FALSE,Moving violation,Citation
M,44,White,16-30 Min,FALSE,Speeding,Citation
M,68,White,16-30 Min,FALSE,Speeding,Citation
M,19,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
M,31,Asian,0-15 Min,FALSE,Speeding,Citation
M,19,Black,0-15 Min,FALSE,Moving violation,Citation
F,24,White,0-15 Min,FALSE,Speeding,Citation
F,53,White,0-15 Min,FALSE,Speeding,Citation
M,60,White,16-30 Min,FALSE,Moving violation,Citation
M,19,Black,0-15 Min,FALSE,Equipment,Citation
F,27,White,0-15 Min,FALSE,Moving violation,Citation
M,43,Black,16-30 Min,FALSE,Moving violation,Citation
M,25,White,0-15 Min,FALSE,Equipment,Citation
M,28,Black,0-15 Min,FALSE,Moving violation,Citation
M,49,White,0-15 Min,FALSE,Moving violation,Citation
M,45,White,0-15 Min,FALSE,Speeding,Citation
M,51,Black,0-15 Min,FALSE,Moving violation,Citation
F,27,White,0-15 Min,FALSE,Speeding,Citation
M,64,Black,30+ Min,FALSE,Moving violation,Citation
M,25,White,0-15 Min,FALSE,Equipment,Citation
M,43,Asian,0-15 Min,FALSE,Speeding,Citation
M,24,Asian,0-15 Min,FALSE,Moving violation,Citation
M,23,White,16-30 Min,FALSE,Moving violation,Citation
M,34,Black,0-15 Min,FALSE,Other,Citation
M,55,White,0-15 Min,FALSE,Moving violation,Citation
M,28,Black,16-30 Min,FALSE,Speeding,Citation
M,48,Hispanic,0-15 Min,FALSE,Other,Citation
M,22,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,42,White,0-15 Min,FALSE,Speeding,Citation
M,41,White,0-15 Min,FALSE,Other,No Action
M,34,White,0-15 Min,FALSE,Moving violation,Citation
F,25,Hispanic,16-30 Min,FALSE,Speeding,Citation
F,26,Black,16-30 Min,FALSE,Registration/plates,Citation
F,30,White,16-30 Min,FALSE,Moving violation,Citation
M,22,Hispanic,0-15 Min,FALSE,Speeding,Citation
F,23,White,0-15 Min,FALSE,Speeding,Citation
F,32,Black,0-15 Min,FALSE,Speeding,Citation
M,23,Hispanic,0-15 Min,FALSE,Equipment,Arrest Passenger
F,22,White,16-30 Min,FALSE,Speeding,Citation
F,40,White,0-15 Min,FALSE,Speeding,Citation
F,24,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,16-30 Min,FALSE,Other,Citation
F,39,White,0-15 Min,FALSE,Speeding,Citation
M,69,White,0-15 Min,FALSE,Speeding,Citation
M,44,White,0-15 Min,FALSE,Moving violation,Citation
M,27,Hispanic,0-15 Min,FALSE,Moving violation,Citation
F,39,Black,0-15 Min,FALSE,Moving violation,Citation
M,49,White,0-15 Min,FALSE,Other,Citation
M,44,Black,0-15 Min,FALSE,Moving violation,Citation
M,45,Black,0-15 Min,FALSE,Other,Citation
M,49,White,0-15 Min,FALSE,Moving violation,Citation
M,25,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,0-15 Min,FALSE,Speeding,Citation
M,20,White,0-15 Min,FALSE,Equipment,Citation
F,26,White,16-30 Min,FALSE,Registration/plates,Citation
M,26,White,0-15 Min,FALSE,Equipment,Citation
F,21,White,0-15 Min,FALSE,Speeding,Citation
M,26,Hispanic,0-15 Min,FALSE,Equipment,Citation
F,19,White,16-30 Min,FALSE,Speeding,Citation
M,62,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,0-15 Min,FALSE,Speeding,Citation
M,23,White,0-15 Min,FALSE,Moving violation,Citation
M,25,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,53,White,0-15 Min,FALSE,Other,Citation
M,25,White,16-30 Min,FALSE,Speeding,Citation
M,54,White,0-15 Min,FALSE,Other,Citation
M,40,Asian,0-15 Min,FALSE,Speeding,Citation
M,54,White,16-30 Min,FALSE,Speeding,Citation
F,38,White,0-15 Min,FALSE,Moving violation,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
M,21,White,0-15 Min,FALSE,Speeding,Citation
M,24,White,0-15 Min,FALSE,Speeding,Arrest Driver
M,46,White,0-15 Min,FALSE,Speeding,Citation
F,29,Black,16-30 Min,FALSE,Equipment,Arrest Driver
M,45,White,0-15 Min,FALSE,Speeding,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
M,34,Black,0-15 Min,FALSE,Speeding,Citation
M,45,White,0-15 Min,FALSE,Other,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
M,38,White,16-30 Min,FALSE,Moving violation,Citation
M,34,White,0-15 Min,FALSE,Moving violation,Citation
F,30,White,0-15 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,FALSE,Moving violation,Citation
M,24,White,0-15 Min,FALSE,Speeding,Citation
M,41,Black,16-30 Min,FALSE,Speeding,Citation
F,34,Black,0-15 Min,FALSE,Equipment,Arrest Passenger
M,56,White,16-30 Min,FALSE,Speeding,Citation
F,55,White,0-15 Min,FALSE,Speeding,Citation
M,27,White,16-30 Min,FALSE,Registration/plates,Citation
F,22,White,0-15 Min,FALSE,Moving violation,Citation
M,52,Asian,16-30 Min,FALSE,Speeding,Citation
M,47,White,16-30 Min,FALSE,Equipment,Citation
M,28,White,16-30 Min,FALSE,Speeding,Citation
M,20,Hispanic,0-15 Min,FALSE,Equipment,Citation
M,28,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,51,White,16-30 Min,FALSE,Moving violation,Citation
M,24,White,0-15 Min,FALSE,Moving violation,Citation
M,23,White,16-30 Min,FALSE,Speeding,Citation
M,29,White,16-30 Min,FALSE,Speeding,Citation
F,27,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,16-30 Min,FALSE,Equipment,Citation
M,21,Black,0-15 Min,FALSE,Speeding,Citation
F,51,White,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
M,68,White,0-15 Min,FALSE,Other,Citation
M,56,White,0-15 Min,FALSE,Speeding,Citation
M,38,White,16-30 Min,FALSE,Speeding,Citation
M,28,White,0-15 Min,FALSE,Moving violation,Citation
M,59,White,0-15 Min,FALSE,Speeding,Citation
M,31,Hispanic,0-15 Min,FALSE,Moving violation,Citation
M,48,Black,16-30 Min,FALSE,Other,Citation
F,62,White,0-15 Min,FALSE,Speeding,Citation
F,41,Black,16-30 Min,FALSE,Equipment,Citation
M,38,White,0-15 Min,FALSE,Speeding,Citation
M,50,White,16-30 Min,FALSE,Registration/plates,Citation
F,40,Black,0-15 Min,FALSE,Equipment,Citation
M,35,White,0-15 Min,FALSE,Speeding,Citation
F,36,White,0-15 Min,FALSE,Speeding,Citation
M,39,White,0-15 Min,FALSE,Speeding,Citation
M,19,White,16-30 Min,FALSE,Moving violation,Arrest Driver
M,39,Black,16-30 Min,TRUE,Equipment,Warning
M,34,White,16-30 Min,FALSE,Equipment,Citation
M,27,White,16-30 Min,FALSE,Speeding,Citation
M,54,White,0-15 Min,FALSE,Speeding,Citation
M,38,Black,16-30 Min,FALSE,Speeding,Citation
M,20,White,16-30 Min,FALSE,Speeding,Citation
M,34,White,16-30 Min,FALSE,Speeding,Citation
M,32,White,16-30 Min,FALSE,Speeding,Citation
M,35,Black,0-15 Min,FALSE,Other,Citation
M,35,Black,30+ Min,FALSE,Speeding,Citation
F,37,Hispanic,0-15 Min,FALSE,Speeding,Citation
M,45,White,16-30 Min,FALSE,Registration/plates,Citation
M,43,Hispanic,16-30 Min,FALSE,Speeding,Citation
F,25,Black,0-15 Min,FALSE,Equipment,N/D
F,37,Black,16-30 Min,FALSE,Speeding,Citation
M,44,White,16-30 Min,TRUE,Moving violation,Arrest Driver
M,21,Hispanic,16-30 Min,FALSE,Registration/plates,Citation
F,20,White,16-30 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
M,48,White,0-15 Min,FALSE,Speeding,Citation
M,31,White,0-15 Min,FALSE,Speeding,Citation
M,24,Hispanic,0-15 Min,FALSE,Equipment,N/D
M,20,Hispanic,0-15 Min,FALSE,Moving violation,Citation
F,28,White,0-15 Min,FALSE,Speeding,Citation
M,30,Asian,0-15 Min,FALSE,Speeding,Citation
M,22,White,0-15 Min,FALSE,Speeding,Citation
F,21,White,16-30 Min,FALSE,Speeding,Citation
M,22,White,16-30 Min,FALSE,Registration/plates,Citation
M,52,White,0-15 Min,FALSE,Moving violation,Citation
M,46,White,0-15 Min,FALSE,Speeding,Citation
M,25,White,0-15 Min,FALSE,Speeding,Citation
F,49,White,30+ Min,FALSE,Other,Citation
M,43,White,0-15 Min,FALSE,Registration/plates,Citation
M,39,White,16-30 Min,FALSE,Equipment,Arrest Driver
M,24,Black,16-30 Min,FALSE,Speeding,Citation
M,28,White,16-30 Min,FALSE,Speeding,Citation
M,34,White,0-15 Min,FALSE,Equipment,Citation
M,34,White,0-15 Min,FALSE,Speeding,Citation
M,20,White,0-15 Min,FALSE,Speeding,Citation
F,19,White,0-15 Min,FALSE,Speeding,Citation
